IARA;LIGOU_PARA_FALAR_COM_AS_MEDICAS,_SOBRE_UM_RECEBIMENTO_DE_EMAIL_PARA_SOLICITAÇÃO_DO_RESGATE_AÉREO_;RECEBIDA;HOSPITAL_REGIONAL_DO_SUDESTE_DO_PARA_DR_GERALDO_VELOSO;;HOSPITAL_REGIONAL_DO_SUDESTE_DO_PARA_DR_GERALDO_VELOSO;;01/09/2016__10:12:00;tatiana.andrade;
ANA_PAULA;LIGUEI_A_PEDIDO_DO_MARCELO_TI;DISCADA;HOSPITAL_METROPOLITANO_DE_URGENCIA_E_EMERGENCIA;;HOSPITAL_METROPOLITANO_DE_URGENCIA_E_EMERGENCIA;;01/09/2016__10:32:00;tatiana.andrade;
NDJ;LUCIANE_PEDIU_PRA_FALAR_COM_LIEGE_.;RECEBIDA;Central_Estadual_de_Regulação;;OUTROS;NDJ;01/09/2016__10:32:00;tereza.brito;
SOCORRO_ASSISTE_SOCIAL;GOSTARIA_DE_CANCELAR_UM_PACIENTE_NO_SISREG_JOSE_OTAVIO;RECEBIDA;Central_Estadual_de_Regulação;;UPA_Josiel_Rodrigues_Martins_(_CAPANEMA_);;01/09/2016__10:35:00;tatiana.andrade;
DIVINA_PROVIDENCIA;DANIELE_LIGOU_PEDINDO_O_CONTATO_DO_DERE_CAPANEMA_REFERENTE_AO_PACIENTE_MATEUS_RODRIGUES_GOMES,_INFORMEI_O_CONTATO_DA_UNIDADE_.;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_DA_DIVINA_PROVIDENCIA_ESTADUAL;;01/09/2016__10:35:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;A_PEDIDO_DO_MARCELO_TI_LIGUEI_E_QUEM_ATENDEU_FOI_A_ENFERMEIRA_MIRIANE_.;DISCADA;SANTA_CASA_DE_MISERICORDIA_DO_PARA;;Central_Estadual_de_Regulação;;01/09/2016__10:38:00;tereza.brito;
nao_identificado_;LIGOU_E_AO_ATENDER_A_LIGAÇÃO;RECEBIDA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__10:51:00;tatiana.andrade;
SEM_IDENFICAÇÃO;LIGARAM_MAS_AO_ATENDERMOS_CAIU;RECEBIDA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__11:05:00;tatiana.andrade;
DIVINA_PROVIDENCIA;JEFFESON_LIGOU_E_PEDIU_PRA_FALAR_COM_O_MÁRIO_SANTOS_.;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_DA_DIVINA_PROVIDENCIA_ESTADUAL;;01/09/2016__11:15:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_PARA_O_CONTATO_(99239_4426)_MAS_CAIU_NA_CAIXA_POSTAL_.;DISCADA;CMR_ANANINDEUA;;Central_Estadual_de_Regulação;;01/09/2016__11:17:00;tereza.brito;
NANCI;LIGOU_PARA_FALAR_COM_O_DOUGLAS_,_MAS_CAIU_A_LIGAÇÃO;RECEBIDA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__11:17:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_A_ELISÂNGELA_MAS_ELA_ESTA_DE_FOLGA,_PERGUNTEI_SE_OS_CONTATOS_DO_ABELARDO_SANTOS,_ESTÃO_FUNCIONANDO,_ELA_INFORMOU_QUE_SIM,_CASO_NÃO_CONSIGA_PRA_RETORNAR_A_LIGAÇÃO_PRA_ELA_.;DISCADA;HOSPITAL_ABELARDO_SANTOS;;Central_Estadual_de_Regulação;;01/09/2016__11:22:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_OSMAR_SOBRE_A_PACIENTE_MARIDALVA_DE_LIMA_PEREIRA,_PERGUNTEI_SE_É_LEITO_DE_UTI_ADULTO,_ELE_INFORMOU_QUE_NÃO_QUE_É_CLINICO_MESMO_.;DISCADA;OUTROS;CRM_MARITUBA;Central_Estadual_de_Regulação;;01/09/2016__11:34:00;tereza.brito;
DRª_CLAUDIA_;LIGOU_E_PEDIU_PRA_FALAR_COM_O_ENFERMEIRO_MARCIO_.;RECEBIDA;Central_Estadual_de_Regulação;;OUTROS;DRª_CLAUDIA;01/09/2016__11:40:00;tereza.brito;
GUILERME;LIGOU_PARA_FALAR_COM_A_Dra_NAZARE;RECEBIDA;Central_Estadual_de_Regulação;;Central_Estadual_de_Regulação;;01/09/2016__11:32:00;tatiana.andrade;
GUILERME;LIGUEI_A_PEDIDO_DA_DRA_NAZARE;DISCADA;Central_Estadual_de_Regulação;;Central_Estadual_de_Regulação;;01/09/2016__11:42:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_A_PEDIDO_DO_MARCELO_TI_PARA_ALINE_(ASSISTENTE_SOCIAL_);DISCADA;HOSPITAL_DAS_CLINICAS_DE_BRAGANÇA;;Central_Estadual_de_Regulação;;01/09/2016__11:45:00;tereza.brito;
HOSPITAL_ABELARDO_SANTOS_;NADIA_LIGOU_E_PEDIU_PRA_FALAR_COM_O_ENFERMEIRO_MARCIO_.;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_ABELARDO_SANTOS;;01/09/2016__11:48:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;MARCELO_TI_PEDIU_PRA_RETORNAR_A_LIGAÇÃO,FALEI_COM_A_ALINE_(ASSISTENTE_SOCIAL)_PEDI_O_CONTATO_CELULAR_(91)_98183_0869_.PRA_LIGAR_PORQUE_A_LIGAÇÃO_ESTA_RUIM_DE_OUVIR_.;DISCADA;HOSPITAL_DAS_CLINICAS_DE_BRAGANÇA;;Central_Estadual_de_Regulação;;01/09/2016__11:51:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_A_PEDIDO_DO_MARCELO_TI_E_PASSEI_A_LIGAÇÃO_DA_ALINE_(ASSISTENTE_SOCIAL)_91_981830869_.;DISCADA;HOSPITAL_DAS_CLINICAS_DE_BRAGANÇA;;Central_Estadual_de_Regulação;;01/09/2016__11:54:00;tereza.brito;
MARIA;LIGOU_PEDINDO_PARA_FALAR_COM_O_ALEXANDRE_DO_SERAC;RECEBIDA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__13:13:00;tatiana.andrade;
MIRLENA;ENTREI_EM_CONTATO_PARA_INFORMAR_SOBRE_O_PACIENTE:PERMINIO_DE_LIMA_MOREIRA,_pois_ja_havia_sido_direcionado_para_o_Hospital;DISCADA;HOSPITAL_REGIONAL_DE_TUCURUI;;Central_Estadual_de_Regulação;;01/09/2016__13:14:00;tatiana.andrade;
dra_Gianna;ligação_para_mario_sespa,_sobre_RN;DISCADA;Central_Estadual_de_Regulação;;Central_Estadual_de_Regulação;;01/09/2016__13:58:00;diego.holanda;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_(14:04)_E_FALEI_COM_ALGUÉM_DA_REGULAÇÃO,_A_LIGAÇÃO_ESTAVA_RUIM_DE_ENTENDER,_MAS_PERGUNTEI_SE_REALMENTE_A_PACIENTE_VALDITE_GUIMARÃES_FOI_A_ÓBITO_ELA_INFORMOU_QUE_FOI_AS_02:00_hs_DA_MADRUGADA_.;DISCADA;DERE_CAPANEMA;;Central_Estadual_de_Regulação;;01/09/2016__14:13:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;A_PEDIDO_DA_DRª_NAZARÉ_LIGUEI_E_FALEI_COM_A_ANE,_PASSEI_A_LIGAÇÃO_.;DISCADA;HOSPITAL_METROPOLITANO_DE_URGENCIA_E_EMERGENCIA;;Central_Estadual_de_Regulação;;01/09/2016__14:25:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;A_PEDIDO_DO_MARCELO_TI_PARA_A_ENFERMEIRA_EVELYNE,_MAS_CAIU_A_LIGAÇÃO_.;DISCADA;CENTRO_HOSPITALAR_JEAN_BITAR;;Central_Estadual_de_Regulação;;01/09/2016__14:43:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;A_PEDIDO_DO_MARCELO_TI_RETORNEI_A_LIGAÇÃO_PARA_A_ENFERMEIRA_EVELYNE_.;DISCADA;CENTRO_HOSPITALAR_JEAN_BITAR;;Central_Estadual_de_Regulação;;01/09/2016__14:46:00;tereza.brito;
Alessandra;ligou_para_falar_com_francisco_sobre_um_RN;RECEBIDA;OUTROS;CASTANHAL;OUTROS;CASTANHAL;01/09/2016__15:11:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_A_IEDA,_ELA_TENTOU_TRANSFERIR_A_LIGAÇÃO_PARA_A_REGULAÇÃO_MAS_VOLTOU_A_LIGAÇÃO,PEDIU_PRA_LIGAR_PARA_O_CONTATO_98244_7894.;DISCADA;HOSPITAL_SANTA_MARIA_(ANANINDEUA);;Central_Estadual_de_Regulação;;01/09/2016__15:26:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_MAS_CAIU_NA_CAIXA_POSTAL_.....;DISCADA;HOSPITAL_SANTA_MARIA_(ANANINDEUA);;Central_Estadual_de_Regulação;;01/09/2016__15:29:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_MAS_CAIU_NA_CAIXA_POSTAL_;DISCADA;HOSPITAL_SANTA_MARIA_(ANANINDEUA);;Central_Estadual_de_Regulação;;01/09/2016__15:31:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_ENFERMEIRO_JONAS_DA_UTI_ADULTO,_INFORMEI_A_ELE_QUE_O_PACIENTE_RAIMUNDO_LOURIVAL_SANTOS_ESTA_DIRECIONADO_DESDE_DO_DIA_30/08_SEM_NENHUMA_POSIÇÃO,_ELE_INFORMOU_QUE_ESTÃO_SEM_LEITO,_ENTÃO_PEDI_PRA_RECUSAR_NO_SISTEMA_PRA_TENTARMOS_EM_OUTRA_UNIDADE_.;DISCADA;HOSPITAL_SANTA_MARIA_(ANANINDEUA);;Central_Estadual_de_Regulação;;01/09/2016__15:32:00;tereza.brito;
GERMANIA;LIGUEI_PARA_SABER_ONDE_ESTAVA_INTERNADO_O_PACIENTE:PERMINIO_DE_LIMA_MOREIRA;DISCADA;HOSPITAL_REGIONAL_DE_TUCURUI;;CMR_PARAUAPEBAS;;01/09/2016__15:36:00;tatiana.andrade;
HOSPITAL_SANTO_ANTONIO_MARIA_ZACCARIAS;HELTON_LIGOU_PEDINDO_PRA_DIRECIONAR_O_PACIENTE_VICTOR_GABRIEL_OLIVEIRA_RODRIGUES_PARA_O_REGIONAL_DE_PARAGOMINAS_.;RECEBIDA;HOSPITAL_REGIONAL_PUBLICO_DO_LESTE_(Paragominas);;HOSPITAL_SANTO_ANTONIO_MARIA_ZACCARIA;;01/09/2016__15:39:00;tereza.brito;
VANESSA;LIGUEI_A_PEDIDO_DA_DRA_NAZARE;DISCADA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__15:40:00;tatiana.andrade;
JOELMA;LIGOU_PARA_FALAR_COM_A_ENF_ANDREIA_DA_URGÊNCIA/EMERGÊNCIA_;RECEBIDA;OUTROS;OUTROS;OUTROS;OUTROS;01/09/2016__15:42:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_JEANDRYO_SOBRE_O_PACIENTE_RAIMUNDO_LOURIVAL_SANTOS,_PERGUNTEI_SE_O_PACIENTE_É_UTI_ADULTO_PELO_FATO_DE_ESTAR_COM_GLASGOW_15_CONSCIENTE_E_ORIENTADO,_ELE_FALOU_QUE_NÃO_ENTENDEU_TAMBÉM_MAS_FOI_QUE_A_MÉDICA_SOLICITOU_TALVEZ_PELA_IDADE_DE_93_ANOS_.;DISCADA;CMR_ANANINDEUA;;Central_Estadual_de_Regulação;;01/09/2016__15:44:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_SPINELLI_SOBRE_O_PACIENTE_RAIMUNDO_LOURIVAL_SANTOS,_INFORMEI_QUE_É_UM_PEDIDO_ESPECIAL_DA_DRª_HELOÍSA_GUIMARÃES_QUE_PRECISAMOS_DO_LAUDO_MÉDICO_ATUALIZADO_.;DISCADA;CMR_ANANINDEUA;;Central_Estadual_de_Regulação;;01/09/2016__16:24:00;tereza.brito;
sonia;ligou_para_falar_com_o_francisco_e_foi_transferida_a_ligação;RECEBIDA;Central_Estadual_de_Regulação;;Central_Estadual_de_Regulação;;01/09/2016__16:36:00;tatiana.andrade;
VIVIANE_GABINETE;LIGOU_E_PEDIU_PRA_FALAR_COM_O_ALAN_SESPA,_MAS_NÃO_ESTAVA_NO_MOMENTO_NA_MESA_DELE.;RECEBIDA;Central_Estadual_de_Regulação;;OUTROS;VIVIANE_GABINETE;01/09/2016__16:33:00;tereza.brito;
JEAN_BITAR;EMILY_LIGOU_E_PEDIU_PRA_FALAR_COM_O_JAMERSON_.;RECEBIDA;Central_Estadual_de_Regulação;;CENTRO_HOSPITALAR_JEAN_BITAR;;01/09/2016__16:40:00;tereza.brito;
DR_EDUARDO_LEITÃO;LIGOU_PRA_SABER_QUEM_ESTAVA_LIGANDO_PARA_O_CONTATO_DELE,INFORMEI_QUE_PERGUNTEI_E_NÃO_FOI_NINGUÉM_.;RECEBIDA;Central_Estadual_de_Regulação;;OUTROS;DR_EDUARDO_LEITÃO;01/09/2016__16:41:00;tereza.brito;
maria_ass._social;Saude_Center,_a_respeito_do_paciente_:_ANTONIO_MARTINS_DA_CONCEIÇÃO_,_mas_o_mesmo_havia_sito_negado_pelo_hosp_sto_antonio_maria_zaccarias_e_estava_novamente_me_fila;RECEBIDA;Central_Estadual_de_Regulação;;SAUDE_CENTER_HOSPITAL_E_MATERNIDADE_(Capanema);;01/09/2016__16:46:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;A_PEDIDO_DA_DRª_MONICA_PARA_ENFERMEIRA_ANA_PAULA_.;DISCADA;HOSPITAL_METROPOLITANO_DE_URGENCIA_E_EMERGENCIA;;Central_Estadual_de_Regulação;;01/09/2016__17:07:00;tereza.brito;
NUBIA;LIGOU_PARA_SABER_SOBRE_O_PACIENTE:_MARCOS_GONÇALVES_DE_SOUSA,_MAS_AINDA_ESTA_EM_FILA;RECEBIDA;HOSPITAL_REGIONAL_PUBLICO_DO_LESTE_(Paragominas);;UPA_PARAGOMINAS;;01/09/2016__17:06:00;tatiana.andrade;
AMERICO;ENTROU_EM_CONTATO_COM_A__CENTRAL_PARA_DIRECIONA_A_PACIENTE:_MARIA_JOSE_DA_SILVA_PARA_O_HOSP._SANTO_ANTONIO_;RECEBIDA;HOSPITAL_SANTO_ANTONIO_MARIA_ZACCARIA;;UPA_Josiel_Rodrigues_Martins_(_CAPANEMA_);;01/09/2016__17:24:00;tatiana.andrade;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_A_THAMMY_SOBRE_9_PACIENTES_RESERVADOS_DESDE_DO_DIA_29/08_SEM_INTERNAR,_ELA_INFORMOU_QUE_NÃO_APARECE_A_OPÇÃO_:_CONFIRMAR_INTERNAÇÃO,_FIQUEI_DE_VERIFICAR_.;DISCADA;HOSPITAL_ONCOLÓGICO_INFANTIL_OCTÁVIO_LOBO;;Central_Estadual_de_Regulação;;01/09/2016__17:27:00;tereza.brito;
JEANDRIA;"LIGOU_PARA_informar_que_o_paciente_:_RAIMUNDO_LOURIVAL_SANTO_esta_com_glasgow_15
";RECEBIDA;HOSPITAL_SANTA_MARIA_(ANANINDEUA);;CMR_ANANINDEUA;;01/09/2016__17:40:00;tatiana.andrade;
HOSPITAL_REGIONAL_DE_TUCURUI_;LIGARAM_PEDINDO_PRA_DIRECIONAR_O_PACIENTE_ADRIANO_SOARES_DOS_SANTOS_PARA_O_GERALDO_VELOSO_.;RECEBIDA;HOSPITAL_REGIONAL_DO_SUDESTE_DO_PARA_DR_GERALDO_VELOSO;;HOSPITAL_REGIONAL_DE_TUCURUI;;01/09/2016__18:22:00;tereza.brito;
BANPARÁ_;LIGOU_PEDINDO_PRA_FALAR_COM_O_FRANCISCO,_INFORMEI_QUE_NÃO_SE_ENCONTRAVA_MAIS_.;RECEBIDA;Central_Estadual_de_Regulação;;OUTROS;BANPARÁ;01/09/2016__18:23:00;tereza.brito;
NUBIA(ENFERMEIRA);SOLICITOU_VERIFICAÇÃO_DE_LEITO_DE_UTI_DA_PACIENTE_MARIA_LUIZA_NO_REGIONAL_DE_PARAGOMINAS_;RECEBIDA;Central_Estadual_de_Regulação;;UPA_PARAGOMINAS;;01/09/2016__18:43:00;joyce.correa;
SOLANGE;LIGOU_PARA_DIRECIONAR__A_PACIENTE:_MARIA_PEREIRA_DIAS_PARA_O_REGIONAL_DO_LESTE;RECEBIDA;HOSPITAL_REGIONAL_PUBLICO_DO_LESTE_(Paragominas);;HOSPITAL_MUNICIPAL_DE_RONDON_DO_PARA;;02/09/2016__08:18:00;tatiana.andrade;
HOSPITAL_SANTO_ANTONIO_MARIA_ZACCARIAS;HELTON_LIGOU_PRA_FALAR_COM_O_MÁRIO_SANTOS,_MAS_NO_MOMENTO_NÃO_TINHA_COMO_FALAR,_ENTÃO_INFORMEI_QUE_IA_ANOTAR_O_RECADO_.O_HELTON_QUER_O_RELATÓRIO_DO_MÊS_DE_AGOSTO_REFERENTE_AO_FLUXO_.;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_SANTO_ANTONIO_MARIA_ZACCARIA;;02/09/2016__08:42:00;tereza.brito;
SRª_MARCIANE_DA_REGULAÇÃO_DE_RODON_DO_PARÁ;SRª_MARCIANE_DA_REGULAÇÃO_DE_DOM_ELISEU_LIGOU_E_EU_REPASSEI_A_LIGAÇÃO_PARA_A_SRª_CAMILA_DA_SESPA.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;SRª_MARCIANE_DA_REGULAÇÃO_DE_RODON_DO_PARÁ;02/09/2016__08:49:00;carlossilva;
HOSPITAL_MUNICIPAL_DE_DOM_ELISEU;MARCIANE_LIGOU_PRA_VERIFICAR_SOBRE_O_PACIENTE_JOAQUIM_CARLOS_PRA_CENTRAL_AVALIAR,MAS_INFORMEI_QUE_TEM_QUE_PEDIR_PRA_CENTRAL_CARAJÁS_DIRECIONAR_PRA_VISUALIZARMOS_.;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_MUNICIPAL_DE_DOM_ELISEU;;02/09/2016__08:53:00;tereza.brito;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_JEANDRYO_SOBRE_O_PACIENTE_RAIMUNDO_LOURIVAL_SANTOS_QUE_ESTAMOS_PRECISANDO_DO_LAUDO_MÉDICO_ATUALIZADO,_ELE_INFORMOU_QUE_VAI_PEDIR_PARA_O_MÉDICO_FAZER_UMA_NOVA_AIH_COM_O_QUADRO_CLINICO_ATUALIZADO_E_VAI_FAZER_A_EDIÇÃO_NO_SISTEMA_SER_.;DISCADA;CMR_ANANINDEUA;;Central_Estadual_de_Regulação;;02/09/2016__09:04:00;tereza.brito;
SRª_RAQUELI_DE_CANAÃ_DE_CARAJAS;SRª_RAQUELI_DA_REGULAÇÃO_DE_CANAÃ_DE_CARAJÁS_LIGOU_PARA_REGULAR_O_RN_DE_RAYZA_SOARES_GOMES_PARA_O_HOSPITAL_REGIONAL_DE_PARAGOMINAS_E_FOI_REPASSADO_A_MESMA_QUE_NÃO_TEM_LEITO_DISPONÍVEL_NO_HOSPITAL_NO_MOMENTO_E_ELA_FICOU_DE_ENTRAR_EM_CONTATO_COM_O_REGIONAL.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;SRª_RAQUELI_DE_CANAÃ_DE_CARAJAS;02/09/2016__09:06:00;carlossilva;
SRª_ERIKA_DO_HOSPITAL_DE_TAYLANDIA;SRª_ERIKA_DO_HOSPITAL_DE_TAYLANDIA_LIGOU_PARA_FALAR_COM_O_SRº_ALLAN_MAIS_O_MESMO_NÃO_SE_ENCONTRAVA_NO_MOMENTO.E_ELE_FICOU_DE_RETORNAR_A_LIGAÇÃO_PARA_FALAR_COM_O_MESMO.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;SRª_ERIKA_DO_HOSPITAL_DE_TAYLANDIA;02/09/2016__09:13:00;carlossilva;
CENTRAL_ESTADUAL_DE_REGULAÇÃO;LIGUEI_E_FALEI_COM_O_RAFAEL_SOBRE_O_PACIENTE_JOSIEL_RODRIGUES_DA_SILVA_PRA_CANCELAR_DO_SISTEMA,_PARA_SER_CADASTRO_NA_PRÓPRIA_PELO_OPHIR_LOYOLA_E_FALEI_TAMBÉM_SOBRE_O_RN_DE_RAYZA_SOARES_GOMES_QUE_PELO_SISREG_177187196_ESTÁ_COMO_UTI_NEO_E_PELO_SER_ESTÁ_COMO_UI_.ELE_FICOU_DE_VERIFICAR_E_RETORNA_A_LIGAÇÃO_.;DISCADA;HOSPITAL_REGIONAL_DO_SUDESTE_DO_PARA_DR_GERALDO_VELOSO;;Central_Estadual_de_Regulação;;02/09/2016__09:16:00;tereza.brito;
OPERADOR_CARLOS_AUGUSTO_SIAH;RECEBI_UMA_LIGAÇÃO_E_A_MESMA_CAIU_NO_MOMENTO_EM_QUE_EU_FUI_ATENDER.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;OPERADOR_CARLOS_AUGUSTO_SIAH;02/09/2016__09:21:00;carlossilva;
SRª_KATIA_DA_DEPAES;SRª_KATIA_DA_DEPAES__LIGOU_PARA_A_SRª_CAMILA_E_EU_REPASSEI_A_LIGAÇÃO_PARA_A_MESMA.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;SRª_KATIA_DA_DEPAES;02/09/2016__09:23:00;carlossilva;
SRº_ELTON_REGULAÇÃO_HOSPITAL_SANTO_ANTONIO_MARIA_ZACARIA_(BRAGANÇA);SRº_ELTON_DA_REGULAÇÃO_DO_HOSPITAL_SANTO_ANTONIO_MARIA_ZACARIA_(BRAGANÇA)_LIGOU_PARA_FALAR_COM_SRº_PAULO_DA_SESPA_E_EU_REPASSEI_A_LIGAÇÃO_PARA_O_MESMO.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;SRº_ELTON_REGULAÇÃO_HOSPITAL_SANTO_ANTONIO_(BRAGANÇA);02/09/2016__09:29:00;carlossilva;
DIVINA_PROVIDENCIA;LIGARAM_PRA_FALAR_A_RESPEITO_DA_PACIENTE_MARIDALVA_DE_LIMA_PEREIRA,_MAS_A_LIGAÇÃO_ESTA_MUITO_RUIM_DE_ESCUTAR,_DESLIGARAM_NÃO_SEI_SE_VÃO_RETORNAR_._;RECEBIDA;Central_Estadual_de_Regulação;;HOSPITAL_DA_DIVINA_PROVIDENCIA_ESTADUAL;;02/09/2016__09:42:00;tereza.brito;
OPERADOR_CARLOS_AUGUSTO_SIAH;RECEBI_UMA_LIGAÇÃO_NA_HORA_EM_QUE_FUI_ATENDER_A_LIGAÇÃO_CAIU.;RECEBIDA;OUTROS;CENTRAL_DE_REGULAÇÃO;OUTROS;OPERADOR_CARLOS_AUGUSTO_SIAH;02/09/2016__09:45:00;carlossilva;
